consumption_date,part_id,part_name,quantity_used,supplier_lead_time_days,part_cost,daily_inventory_holding_cost
2022-06-21,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-06-21,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-06-21,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-06-22,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-06-22,SP-003,Filler Valve O-Ring,8,3,2.5,0.001
2022-06-22,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-06-23,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-06-23,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-06-23,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-06-24,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-06-24,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-06-24,SP-003,Filler Valve O-Ring,11,3,2.5,0.001
2022-06-25,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-06-25,SP-002,Conveyor Belt Section,2,30,500.0,0.2055
2022-06-25,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-06-26,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-06-26,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-06-27,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-06-27,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-06-28,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-06-28,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-06-29,SP-001,Pump Seal Kit,4,7,50.0,0.0205
2022-06-29,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-06-29,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-06-30,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-06-30,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-06-30,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-06-30,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-07-01,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-01,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-07-01,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-02,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-02,SP-003,Filler Valve O-Ring,11,3,2.5,0.001
2022-07-02,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-07-03,SP-001,Pump Seal Kit,4,7,50.0,0.0205
2022-07-03,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-03,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-07-04,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-04,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-07-05,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-07-05,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-07-06,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-07-06,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-06,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-07-07,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-07,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-07-08,SP-001,Pump Seal Kit,4,7,50.0,0.0205
2022-07-08,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-07-08,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-09,SP-001,Pump Seal Kit,4,7,50.0,0.0205
2022-07-09,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-07-10,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-07-10,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-07-10,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-11,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-11,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-11,SP-003,Filler Valve O-Ring,8,3,2.5,0.001
2022-07-11,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-12,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-12,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-07-12,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-13,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-13,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-07-13,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-07-14,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-14,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-07-15,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-07-15,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-07-15,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-16,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-16,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-07-16,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-17,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-17,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-07-18,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-18,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-07-19,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-19,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-07-19,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-20,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-20,SP-003,Filler Valve O-Ring,8,3,2.5,0.001
2022-07-20,SP-004,Motor Gearbox,1,60,2500.0,1.0274
2022-07-20,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-21,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-07-21,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-21,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-07-21,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-22,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-22,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-07-22,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-23,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-07-23,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-23,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-07-24,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-24,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-07-25,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-25,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-07-26,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-26,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-26,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-07-27,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-27,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-07-27,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-07-27,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-28,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-28,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-07-29,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-07-29,SP-003,Filler Valve O-Ring,8,3,2.5,0.001
2022-07-30,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-07-30,SP-002,Conveyor Belt Section,2,30,500.0,0.2055
2022-07-30,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-07-30,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-07-31,SP-001,Pump Seal Kit,4,7,50.0,0.0205
2022-07-31,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-08-01,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-01,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-08-01,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-02,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-02,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-03,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-03,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-03,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-04,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-08-04,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-05,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-05,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-08-05,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-08-06,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-06,SP-003,Filler Valve O-Ring,10,3,2.5,0.001
2022-08-07,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-07,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-08-07,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-08,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-08,SP-003,Filler Valve O-Ring,8,3,2.5,0.001
2022-08-09,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-09,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-08-09,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-10,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-10,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-08-10,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-11,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-11,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-08-12,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-12,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-08-13,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-13,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-08-14,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-14,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-08-14,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-08-15,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-15,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-08-15,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-16,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-16,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-08-16,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-17,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-17,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-08-18,SP-001,Pump Seal Kit,5,7,50.0,0.0205
2022-08-18,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-18,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-08-19,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-19,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-19,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-20,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-08-21,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-21,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-08-22,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-22,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-08-22,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-23,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-23,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-23,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-24,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-24,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-08-25,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-08-25,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-08-25,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-08-25,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-26,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-26,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-08-26,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-08-26,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-08-27,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-27,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-08-27,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-08-28,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-28,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-08-28,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-08-29,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-29,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-08-29,SP-003,Filler Valve O-Ring,9,3,2.5,0.001
2022-08-29,SP-004,Motor Gearbox,1,60,2500.0,1.0274
2022-08-30,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-08-30,SP-002,Conveyor Belt Section,2,30,500.0,0.2055
2022-08-30,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-08-31,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-08-31,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-01,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-09-02,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-02,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-09-03,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-04,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-09-04,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-05,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-05,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-06,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-06,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-09-06,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-07,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-08,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-08,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-09-08,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-09,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-09-09,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-09-10,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-10,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-09-10,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-09-11,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-11,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-09-12,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-12,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-09-12,SP-003,Filler Valve O-Ring,7,3,2.5,0.001
2022-09-13,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-14,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-14,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-15,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-15,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-15,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-16,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-09-16,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-09-17,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-17,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-09-17,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-18,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-18,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-18,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-19,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-19,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-09-19,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-20,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-20,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-09-21,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-21,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-09-22,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-22,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-23,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-09-24,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-24,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-09-24,SP-005,Pressure Sensor,5,14,150.0,0.0616
2022-09-25,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-25,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-26,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-26,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-09-27,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-09-27,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-09-27,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-28,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-09-28,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-09-28,SP-004,Motor Gearbox,1,60,2500.0,1.0274
2022-09-29,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-09-29,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-09-30,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-09-30,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-01,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-01,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-10-02,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-10-03,SP-003,Filler Valve O-Ring,6,3,2.5,0.001
2022-10-04,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-04,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-05,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-05,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-06,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-07,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-10-07,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-08,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-10-08,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-09,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-09,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-10-10,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-11,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-12,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-12,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-10-13,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-14,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-10-14,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-15,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-16,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-10-16,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-16,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-10-17,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-18,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-18,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-10-19,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-19,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-20,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-20,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-20,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-10-21,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-21,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-21,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-10-22,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-23,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-23,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-10-23,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-10-24,SP-003,Filler Valve O-Ring,5,3,2.5,0.001
2022-10-25,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-26,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-10-26,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-10-26,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-10-26,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-10-27,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-27,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-10-28,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-10-28,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-28,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-10-29,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-10-29,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-10-29,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-10-30,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-10-31,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-01,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-01,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-02,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-02,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-03,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-04,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-04,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-04,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-11-05,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-06,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-07,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-07,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-08,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-08,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-08,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-09,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-09,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-10,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-10,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-11,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-11-11,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-11,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-11-12,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-12,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-11-13,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-11-13,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-14,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-11-15,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-11-15,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-16,SP-001,Pump Seal Kit,3,7,50.0,0.0205
2022-11-16,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-17,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-17,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-18,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-19,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-20,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-21,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-11-21,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-22,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-22,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-23,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-23,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-24,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-25,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-26,SP-003,Filler Valve O-Ring,4,3,2.5,0.001
2022-11-26,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-27,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-27,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-11-28,SP-003,Filler Valve O-Ring,3,3,2.5,0.001
2022-11-29,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-11-29,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-11-30,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-11-30,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-12-01,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-12-01,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-12-02,SP-001,Pump Seal Kit,2,7,50.0,0.0205
2022-12-02,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-12-03,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-12-03,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-12-04,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-12-04,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-12-04,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-12-05,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-12-05,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-12-06,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-12-07,SP-001,Pump Seal Kit,4,7,50.0,0.0205
2022-12-09,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-12-10,SP-001,Pump Seal Kit,1,7,50.0,0.0205
2022-12-10,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-12-10,SP-005,Pressure Sensor,2,14,150.0,0.0616
2022-12-11,SP-002,Conveyor Belt Section,1,30,500.0,0.2055
2022-12-11,SP-005,Pressure Sensor,1,14,150.0,0.0616
2022-12-13,SP-003,Filler Valve O-Ring,1,3,2.5,0.001
2022-12-14,SP-003,Filler Valve O-Ring,2,3,2.5,0.001
2022-12-15,SP-001,Pump Seal Kit,1,7,50.0,0.0205
