,Real Delivery Time (hr),Material Requested (kg),Material Arrived (kg),Material Cost (baht)
2023-12-08,5.695359810374859,1676.0486032688596,1559.3639519674643,5053.130332839026
2023-12-09,4.797670384913338,1685.8701298005572,1492.7614180677615,5066.410260839097
2023-12-10,7.104774458156435,1672.6493339467754,1613.1324611298078,5226.720470792852
2023-12-11,8.073148953443738,1794.2176285570285,1829.0596747103418,5269.193483182994
2023-12-12,8.241697719279914,1791.39880748187,1630.8906291961493,5270.57855780318
2023-12-13,8.725687420287267,1719.5643621543386,1609.9176654468367,5658.486032206239
2023-12-14,4.918846318478682,1568.63971760689,1587.8331814028422,5191.8897762732995
2023-12-15,4.309051826595283,1560.3805410198058,1540.227858078021,5106.6246626567145
2023-12-16,3.9103779270871986,1527.2353393342223,1595.6739653843683,5356.572504805853
2023-12-17,7.325774341183323,1636.2939938373231,1640.9709532146562,5422.799277178306
2023-12-18,8.216359682545535,1685.7516659611726,1648.5589606371702,5190.323824377378
2023-12-19,8.310846625405523,1635.1444301739273,1680.8433504122138,5359.574110827917
2023-12-20,5.4558507134245,1637.0319161866016,1636.0952119045892,5563.825380286336
2023-12-21,4.994152931229471,1492.069675332506,1578.8871422421248,5307.724929104162
2023-12-22,3.4845867707017875,1557.2097960548688,1609.4822224460647,5289.558903286698
2023-12-23,5.299399152145294,1492.3849707669242,1635.9930818553705,5415.3941694385285
2023-12-24,6.2480718895902685,1633.0742034722603,1727.2061079119992,5438.2465857505995
2023-12-25,7.798193607385488,1717.4431560935334,1608.6986215344918,5326.271721005945
2023-12-26,9.009482994650329,1748.837699854906,1696.9238107833698,4968.947593497018
2023-12-27,8.620349849921613,1635.5309970132816,1664.9138988867867,5026.06179725783
2023-12-28,6.1581177027916425,1636.056388249536,1683.7355882828836,5174.182686724491
2023-12-29,4.386129443274251,1648.190921823941,1579.4447437587892,5167.639695647472
2023-12-30,6.500942541788804,1610.8269494784122,1597.9974129309617,5510.181979367638
2023-12-31,8.47504952031852,1721.407790070316,1640.2202837347568,5021.294461541033
2024-01-01,9.010574792302137,1879.0766667229325,1750.03022755554,4891.346142995722
2024-01-02,9.512477307048497,1799.8348995425226,1748.1666876016388,5153.209939393915
2024-01-03,9.549345592748296,1753.3691443480593,1682.4528084991953,5482.904162160166
2024-01-04,7.574265710137264,1790.532479863859,1669.0490572359213,5639.056684034332
2024-01-05,4.255512727798862,1650.8257761262864,1634.4782003299415,5675.7269530634
2024-01-06,8.002834363472196,1540.0194555399873,1706.7225696156763,5265.53723074911
2024-01-07,6.413711428675621,1652.9590864803076,1765.2880943541297,5770.600809588361
2024-01-08,10.41466608004927,1787.7915895932342,1725.592092799404,5678.502563552059
2024-01-09,9.484467591216251,1830.5276333753443,1797.0293383831001,5507.857414048388
2024-01-10,8.661296473546122,1828.3067092916149,1700.6975254023077,5312.501929159788
2024-01-11,5.615234534833068,1614.8913687366298,1653.6059185929544,5387.98811587016
2024-01-12,6.417824288342857,1618.784471155939,1592.6299543260761,5519.645728895578
2024-01-13,5.452121746577674,1582.4632958933012,1605.8910548363813,5609.696142272025
2024-01-14,6.678445845039535,1674.1496273471937,1745.379327021086,5399.060157685858
2024-01-15,6.020938012583851,1625.2484479648206,1736.8746204362187,5499.1454154512285
2024-01-16,8.165723142654096,1785.1661297753926,1791.4441269787803,5828.566085416092
2024-01-17,6.85362060369635,1633.45027631677,1729.3286072299152,5309.603444882589
2024-01-18,4.349662529675294,1551.00562472521,1553.323803361501,5640.318091727068
2024-01-19,4.999775377646567,1570.076602868203,1473.2299379587819,5285.749321587896
2024-01-20,4.595381058387806,1634.3333083980397,1511.4251329234894,5688.629075351325
2024-01-21,7.273998121059318,1629.2313184007232,1530.9859934274639,5154.67355734034
2024-01-22,6.900792334761278,1738.8707292510744,1637.856726123497,5330.337871854322
2024-01-23,9.68331159147304,1729.8257900166213,1721.188600790305,5656.769890114405
2024-01-24,6.872635377999342,1607.8355137441695,1766.6779073726882,5347.115991670084
2024-01-25,7.599692461304338,1617.0451341672917,1570.744744920099,5478.843952548373
2024-01-26,4.792057545790254,1576.8562310756,1609.9165559093924,5585.038198055054
2024-01-27,4.179190135913211,1610.940695323488,1592.037806329179,5366.6212804271245
2024-01-28,7.866452708977624,1723.9309311037925,1642.099104754852,5662.338515314224
2024-01-29,7.174765776376938,1802.2669285072266,1643.3118891690553,5861.024051258852
2024-01-30,10.6341408490766,1780.9992409789083,1747.13497986005,5713.028305313579
2024-01-31,8.746770946810381,1804.8085839998555,1729.2370968414223,5607.29748886351
2024-02-01,5.17513435273597,1757.5026312476007,1671.745119389879,5341.664248151295
2024-02-02,7.852073655659473,1626.4993530792212,1589.951860765131,5636.772640162405
2024-02-03,6.611343014843099,1683.8357869812687,1622.8959379166704,5391.3573580931115
2024-02-04,8.042732278461097,1823.5630827946557,1695.5329194911146,5612.867876360322
2024-02-05,10.252450164098828,1848.5098808454918,1843.8545738945575,5626.325624965757
2024-02-06,9.928321552217849,1854.0686916128907,1790.7741403775526,5573.408843172875
2024-02-07,9.711801914766395,1754.434947364868,1672.2240975401387,5772.451837434334
2024-02-08,8.351111462502685,1612.4491374626384,1598.6129004751488,5290.075862089469
2024-02-09,5.45745963936352,1602.2707340768388,1627.6985339324006,5524.137271733729
2024-02-10,5.84655414366062,1603.9298237005842,1459.831822291676,5409.376787659307
2024-02-11,6.620599681872512,1628.521380659101,1632.9864723880758,5166.938382985215
2024-02-12,8.036238927782575,1800.5416201817875,1670.8523453710213,5500.259433275885
2024-02-13,9.032988033104534,1779.3446517745047,1594.9663687683937,5704.088497577352
2024-02-14,7.0036016269031895,1751.9510592764284,1619.2451083958272,5437.844605005486
2024-02-15,4.745522706863339,1614.3763984242862,1548.9711788962056,5314.312831013461
2024-02-16,3.5172990273095364,1581.4009488801444,1492.1792799171726,5374.039310519699
2024-02-17,5.874850559553216,1529.4340745185673,1523.1558504330098,5692.472345306942
2024-02-18,4.285506378168729,1748.027734657537,1559.395121954129,5561.023278983973
2024-02-19,6.12976761157106,1716.9831802768113,1630.507752429219,5197.5299875533665
2024-02-20,9.056592439966458,1699.2061050693085,1690.3147155339302,5538.852255458959
2024-02-21,6.623953830353506,1740.78579309823,1645.1974205077092,5432.571920212313
2024-02-22,6.13398732698513,1572.9469344510708,1646.555037147001,5155.927891775497
2024-02-23,4.047395794627774,1746.0964751470328,1632.5389425204462,5133.94053312662
2024-02-24,7.243359365079001,1586.4617763416834,1707.4662642966002,5259.226253643726
2024-02-25,6.839055475376794,1721.2448417158266,1550.4934200703321,5505.151457357321
2024-02-26,9.48572453605336,1751.951201696399,1797.6293876464472,5271.180012918015
2024-02-27,6.880987374896769,1826.2877370848284,1825.9039071639672,5645.505212581519
2024-02-28,10.843644050778614,1705.685782004641,1744.4958859846965,5338.977801062214
2024-02-29,7.958847308568405,1672.4938245904373,1687.5635432832537,5568.025803546273
2024-03-01,4.582138190969717,1646.0952829310395,1552.761454613906,5463.844746127014
2024-03-02,6.1617910179971584,1719.9885528815355,1718.4871431837694,5403.7615821481095
2024-03-03,9.963048296968108,1758.829268001969,1626.0160649309476,5109.751589043875
2024-03-04,9.561291874951618,1847.5756871517779,1666.725816439368,5561.87003892271
2024-03-05,11.375030813755345,1834.8216178517703,1707.9015520296768,5356.640252250002
2024-03-06,8.637279413837788,1842.472960533359,1776.2764283167462,5322.021760832044
2024-03-07,7.321240038953791,1651.0022887293778,1801.834126975597,5021.161703037462
2024-03-08,7.127473189214786,1603.9810030215951,1575.8235015418231,5286.99724317989
2024-03-09,6.701143816897046,1734.8449120797002,1567.3540006067385,5371.032155573579
2024-03-10,6.825297928680167,1746.3480838483165,1795.1550830254246,5011.152742539592
2024-03-11,8.299818435480207,1790.7728376607124,1804.5345372794013,5326.543175813523
2024-03-12,9.221327984302741,1814.4264597047593,1767.5540320635969,5712.135694117529
2024-03-13,8.688258564960035,1760.3654503862067,1663.8696420263113,5501.8968583639435
2024-03-14,6.5806754641176495,1645.9333437907833,1579.3124160960645,5308.777180881518
2024-03-15,55.33494684186142,1601.4731867040564,1397.3509506134612,5539.367523569898
2024-03-16,5.636766258448038,1585.1849904420972,1491.6969809210664,5384.800261240725
2024-03-17,6.7540019961677205,1666.4114622609661,1412.4673465857236,5475.590438031215
2024-03-18,5.899779247653893,1679.7401266412458,1586.4358295259535,5604.194337568796
2024-03-19,8.617853530880987,1865.3892728914973,1619.5350804236036,5447.518661120973
2024-03-20,8.205400010699114,1734.3576298887824,1727.0993681081582,5455.713560059819
2024-03-21,5.706256885710484,1614.2807615912427,1534.5582829192456,5432.209023718667
2024-03-22,1.8179994086635851,1588.978135379328,1566.6787520757484,5443.793006032561
2024-03-23,5.41335853457409,1575.2075975285659,1676.2011031905183,5434.546307654479
2024-03-24,6.016423675847849,1718.6712939124293,1600.315392300556,5637.003079633056
2024-03-25,8.653316170834337,1681.057082999053,1693.345178233336,5252.534708795224
2024-03-26,10.558201329921022,1732.2161135930623,1759.0236030895646,5559.761769821092
2024-03-27,9.528870546875597,1870.8382048582268,1742.2514870810837,5474.520456158156
2024-03-28,7.504207863673928,1628.3771751243144,1660.1693992443209,5376.543646483783
2024-03-29,6.230949449658046,1751.5372548369216,1712.9568574047391,5420.02609867953
2024-03-30,7.693069442734501,1758.933958469594,1710.765023827531,5450.755964605734
2024-03-31,8.524480529678893,1797.2377331871112,1733.3703042918953,5696.221309672905
2024-04-01,10.191076063853254,1863.1122048552472,1727.0286873683774,5652.366346638987
2024-04-02,12.908611671584904,1849.7245603528595,1870.60719777688,5502.082787854652
2024-04-03,7.62070732637215,1796.910470959439,1872.6541686782473,5739.288108721947
2024-04-04,7.588184404932729,1759.3848306157854,1737.2551398773028,5675.1145951911485
2024-04-05,6.107170531182678,1665.1612052003834,1652.6511583103334,5791.053902217066
2024-04-06,7.1468003528836554,1753.1022557515412,1621.6075213224185,5571.518425170835
2024-04-07,8.670899618466793,1692.4637799015072,1729.5545254613533,5337.532924541863
2024-04-08,8.680221345221222,1831.5967502142257,1782.4202275766595,5426.773967700615
2024-04-09,9.903707433425291,1892.7936712099502,1703.13774464394,5670.678945786859
2024-04-10,8.326592683403494,1735.4198838577267,1768.453583976104,5571.0707614721505
2024-04-11,6.859464286476046,1778.0089263009722,1570.9634006289464,6065.36867496748
2024-04-12,2.894593373853218,1522.8086161455121,1680.9421956752349,5806.132959192551
2024-04-13,4.310788739686498,1608.8122605899177,1587.1390220987366,5882.248227234349
2024-04-14,7.95014416118598,1685.7448108002152,1649.3123877456553,5620.539951681017
2024-04-15,8.912366479235589,1709.279768490462,1697.7794910365012,5991.897412438693
2024-04-16,7.720655196676775,1789.4680033680759,1700.693422698689,5753.753510825599
2024-04-17,7.017030426202009,1726.8122837260514,1716.2557959646738,5806.458457504117
2024-04-18,5.617575023254018,1742.4591197854495,1619.245213801134,5790.139975538625
2024-04-19,4.227674427364761,1554.239746811932,1646.658345485073,5672.298357020891
2024-04-20,5.3031288211411445,1535.7821226725703,1575.9176633075745,5692.512263321063
2024-04-21,6.369801284757216,1638.1866386390116,1617.6918257660225,5784.077721829679
2024-04-22,9.270289354881218,1844.0635010266562,1718.071991313225,5267.3057775315565
2024-04-23,8.716954820284316,1806.731227387024,1732.4269867093412,5352.580567616487
2024-04-24,9.019020706820436,1766.2606830911013,1749.0036262894798,6021.271972129748
2024-04-25,5.381461515239354,1694.8688641208141,1588.700833532737,5395.1804690332765
2024-04-26,4.7760607524681,1644.3052749277733,1774.4782624287182,5997.871910287605
2024-04-27,5.931832562877587,1676.2934713303696,1665.8609218057284,5687.920550766225
2024-04-28,9.066685351400142,1747.046546836525,1808.8894748994812,5572.542802222741
2024-04-29,10.329300809622142,1794.0485009212796,1936.6385105453205,5364.618585378092
2024-04-30,10.05923875799576,1819.7244458452572,1918.6130903826245,5719.637665547429
2024-05-01,7.8665444624222935,1816.5912093867307,1853.3013904170793,5541.896419076235
2024-05-02,7.325560493074122,1704.0801147677535,1674.231117242306,5571.221266969763
2024-05-03,8.009284701610644,1706.8300430402076,1749.6987938582388,5883.694440516361
2024-05-04,8.393137107561971,1713.1331585949895,1532.9387276376258,5496.505765288321
2024-05-05,8.029293143001416,1798.4650705386855,1822.973062715337,5297.440048419939
2024-05-06,9.5806576694908,1866.227251323266,1837.915383249327,5638.257337962375
2024-05-07,10.399609861993442,1972.3495842064765,1850.4445568654219,5742.029079952416
2024-05-08,9.197713290523936,1822.2377855613877,1797.4452086763122,5488.997137345866
2024-05-09,8.358246479525894,1632.7133391253153,1649.9630164417551,5396.79445362895
2024-05-10,6.208178319150995,1653.2028668137261,1674.6400154271641,5351.872040388896
2024-05-11,6.054852446072478,1662.7001820821565,1587.4463141624701,5224.196897703433
2024-05-12,6.156032083502179,1783.222655334579,1754.1893362098076,5590.763133228224
2024-05-13,8.22216961523462,1706.1593803342912,1670.5963579749773,5706.119928427452
2024-05-14,9.269198027055564,1839.950107009757,1843.544568712965,5752.366653121264
2024-05-15,9.748979512286509,1797.5077718817895,1710.5992345524387,5401.314301654688
2024-05-16,5.665366290339383,1580.95971187336,1622.1448522227593,5474.718626597738
2024-05-17,4.547595740570531,1568.5403520063742,1554.147097800833,5280.8914233689975
2024-05-18,4.168809072748065,1639.894349513694,1550.8704743080411,5401.292869222808
2024-05-19,6.571232912625128,1745.7698715162117,1657.6910550301932,5615.086909597466
2024-05-20,8.645339664253816,1818.2147854506477,1744.8351786553874,5579.58990016793
2024-05-21,9.672595007584063,1800.2185819852996,1697.850917573864,5555.747708788734
2024-05-22,8.905558964425694,1750.461117672369,1734.8341102177194,5539.08196061486
2024-05-23,4.856672504501978,1666.906609653435,1672.1554592980087,5415.768968636202
2024-05-24,5.2938887044672285,1629.147684915444,1642.5434967514893,5632.671012147596
2024-05-25,7.499982396139563,1650.6629769336448,1635.5169723833517,5595.918570835763
2024-05-26,6.463054418959531,1770.4047876023612,1719.3296072467265,5591.679248141809
2024-05-27,9.82323528078804,1842.827883987711,1779.7825554751157,5776.419660702155
2024-05-28,13.08326065318434,1897.419873594916,1778.896533517505,5506.861873417486
2024-05-29,8.372747736961049,1818.1965054320633,1819.166454575909,5033.786948050753
2024-05-30,7.572081924369034,1780.9595164057112,1653.1058709007277,5295.426904135676
2024-05-31,7.100981241568995,1674.7504933890232,1580.0974442208576,5189.014087690691
2024-06-01,5.754543794264253,1752.7753537395115,1807.622513928654,5296.930747970389
2024-06-02,8.756044557404403,1807.7861448552799,1776.0411968999306,5209.461291967192
2024-06-03,10.28388069687571,1929.7733516395997,1741.537582605603,5593.075307753426
2024-06-04,9.47268217307267,1812.126821936833,1804.6319316156967,5426.280579159194
2024-06-05,10.477623270439452,1859.2212156846385,1722.7238866776272,5542.430074190272
2024-06-06,7.077106375213447,1793.2598266158375,1750.6502660742397,5339.072316745878
2024-06-07,5.819530877830518,1731.7894776310711,1676.3532529637341,5603.872294030762
2024-06-08,4.962760088521322,1663.176419025099,1564.681737599482,5388.562434167738
2024-06-09,10.387615926340606,1749.9824615921268,1820.6518172442659,5345.689595479524
2024-06-10,8.575818776006699,1858.9492258152393,1633.578028638889,5105.458019121757
2024-06-11,7.942512214081368,1899.5727168162346,1715.2900018293712,5224.496116584554
2024-06-12,8.706602186975575,1791.9148102954105,1702.0668159376944,5603.162756544132
2024-06-13,7.07495210044067,1592.413587137644,1599.0948749082422,5529.6452098934615
2024-06-14,4.877512178616979,1618.5710093116602,1526.0420340458986,5032.591926849112
2024-06-15,3.8442092650573065,1702.0513576925368,1692.347584491963,5216.311310954698
2024-06-16,5.676171161717768,1696.9698939664588,1704.9563709446752,5595.409787689981
2024-06-17,8.429159038171113,1846.142252767754,1724.087714624244,5431.009328705163
2024-06-18,8.522570639594807,1860.031398039564,1816.62994503931,5571.903631266026
2024-06-19,7.172821814739328,1777.3045420521667,1698.0102155861732,5515.690132617509
2024-06-20,5.088244011104212,1607.477249256213,1476.221129974484,5799.771791633766
2024-06-21,4.953398710580481,1596.6534395981487,1650.6839089711357,5403.317319990335
2024-06-22,4.031224548127751,1657.719769650068,1638.0645656953684,5820.300271447804
2024-06-23,5.847578611663843,1774.3662931583797,1762.8722692745687,5917.329307388485
2024-06-24,9.211144768695853,1844.9381693768348,1769.1697164111238,5151.544939131806
2024-06-25,10.853641956174721,1977.54031662486,1815.2349567598135,5155.585546025152
2024-06-26,10.574417365831644,1811.3062203741774,1744.665497366412,5849.078278298493
2024-06-27,7.704275799050524,1678.8851152740087,1764.7239219989665,5649.584397780822
2024-06-28,8.956036574957986,1745.9575145430765,1659.02340698223,5363.254806025082
2024-06-29,7.915800100799368,1743.6382810479638,1796.0651868424577,5541.821366275152
2024-06-30,7.457253057402876,1749.9400218138105,1715.9369195627771,5285.378149234359
2024-07-01,10.973764672735632,1862.7033639466301,1789.0064034239017,6005.916025626393
2024-07-02,9.713003890529057,1917.1328290383615,1897.927555910718,5337.169499063515
2024-07-03,9.417556733503378,1922.5800430957945,1725.5142344255275,5467.650952216964
2024-07-04,7.589748973463918,1871.3040931910436,1808.087334321696,5792.279514874166
2024-07-05,6.995045674225846,1729.8809981768252,1669.2547051998613,5697.529098704957
2024-07-06,7.77454815602021,1710.9456274799936,1793.8250782563723,5755.019227184759
2024-07-07,9.115637346065654,1838.602987553504,1791.1387774451102,5792.354688658675
2024-07-08,10.233005523137066,1819.1003132466915,1694.304700512348,5602.090093105184
2024-07-09,9.02811565062817,1853.1417134935828,1852.8957670886302,6112.431081930771
2024-07-10,7.755207446069073,1578.63761683543,1288.7611826411455,7067.338430950139
2024-07-11,7.3535915299655645,1475.1281462511804,1192.7320147227915,6290.625158639968
2024-07-12,4.514734036140889,1434.3560270828789,1076.1410819074595,6541.4045704373
2024-07-13,6.729559894420378,1332.346997467219,1010.5044885032873,6370.085954488592
2024-07-14,5.751623829059101,1493.3000532094081,1151.0884567106132,6908.623901575699
2024-07-15,9.040848052609409,1736.4855917443751,1200.7306015912013,6501.9248000652
2024-07-16,8.082157944430318,1944.5019372592815,1339.2470973671311,6271.366413419966
2024-07-17,7.3692313793933355,1803.9166799503596,1700.8896395169825,5554.156818733636
2024-07-18,6.3474106508989765,1695.673949549446,1671.8798792386715,5540.168721552052
2024-07-19,5.099912786898842,1570.3945365912843,1637.252475676046,5691.9100091796645
2024-07-20,6.587063775583932,1667.2993780706865,1544.9594382714076,5959.383994988639
2024-07-21,5.864313076064812,1784.239885953143,1612.3365669737302,5526.876259026993
2024-07-22,11.219433768941881,1834.7781023075306,1779.2722661313978,5783.568386205636
2024-07-23,6.713341076919856,1865.579101334083,1879.0339680138616,5245.089796540204
2024-07-24,8.733005490108782,1788.999417643389,1697.4429649374254,5889.625667900316
2024-07-25,8.225098301769059,1802.972288728836,1697.7415199032039,5812.582394948238
2024-07-26,4.642193808248001,1679.9573552587033,1709.5070187409817,5584.732971530465
2024-07-27,7.386799154554039,1802.5478245448458,1739.0805986253897,5761.87174487658
2024-07-28,5.814533035727911,1795.4218163811884,1837.8269083785349,5639.313784221074
2024-07-29,11.386235758071656,1957.024576862166,1914.110063178856,5541.894934255702
2024-07-30,11.042409569627235,1894.8824550047666,1820.6673406905195,5688.670552481484
2024-07-31,10.828228535214638,1757.6956910979072,1798.5323801409472,5475.486693099084
2024-08-01,8.075474664731622,1797.3507790029928,1723.7357399393982,5603.8124560551005
2024-08-02,6.102492813995723,1719.4455919641728,1711.1933677442437,5809.887277535263
2024-08-03,6.8284375482606245,1740.1637254430111,1650.132826185451,5781.282694373691
2024-08-04,9.509132778331958,1823.0677976111447,1809.4260967478551,5785.195224129109
2024-08-05,10.636093943279345,1935.1622222094434,1784.56184298694,5789.263397987999
2024-08-06,9.624456893090073,1945.6588189924225,1880.0783253369086,5780.726848062101
2024-08-07,10.190856694862424,1821.0306262995982,1690.2931614444456,5595.476743093338
2024-08-08,7.004583377254973,1849.9400580936126,1614.6737748586634,5418.992736358797
2024-08-09,7.763125981575202,1669.275212072272,1746.2215542090362,5241.849105217449
2024-08-10,7.023228029448241,1758.4331831010263,1623.226503819467,5571.568926843975
2024-08-11,7.396144432814657,1850.6595642066934,1781.689213162817,5420.397999104551
2024-08-12,9.58274409081198,1796.511621518096,1754.82862829124,5564.751748536183
2024-08-13,9.065437284335633,1787.6875380446377,1894.1388964308474,5414.0159386202295
2024-08-14,7.826657122358955,1795.396923294859,1681.670137195573,5467.091349739134
2024-08-15,6.182724032191078,1720.1296989373443,1621.7513924010436,5163.757474182855
2024-08-16,5.970517885884462,1627.7332568818565,1592.0540170101558,5141.398734077868
2024-08-17,4.445253847742272,1736.8088017474138,1688.133743082134,5340.0605108595655
2024-08-18,8.093512774276727,1690.765744797226,1656.9239886596752,5397.378722674171
2024-08-19,25.038564951957593,1873.6914578822045,1916.390265396234,5531.938345841616
2024-08-20,18.52947920448377,1905.2953116134413,1759.0243554644328,5599.261127356235
2024-08-21,8.19329896920316,1755.9431562793848,1783.3713103006307,5318.190134998483
2024-08-22,20.32744060366394,1672.0435390455934,1919.699812941977,5197.816076972781
2024-08-23,7.192260041248896,1724.4992678858007,1696.5204685184005,5386.079920400222
2024-08-24,6.454718332293513,1769.0618113430519,1624.3327648606323,5144.836978734608
2024-08-25,8.748136467995545,1832.363857904949,1860.4807414318104,5353.823161408212
2024-08-26,10.249755376636632,1862.9807014865921,1719.72057796658,5446.846431084302
2024-08-27,11.07392860855605,1912.9508552516854,1831.7932222613053,5376.717063346161
2024-08-28,8.055736843807338,1876.982049764083,1812.5932700356047,5455.483648922278
2024-08-29,9.898945102088009,1824.4679912045426,1758.7069884415826,5616.827466777633
2024-08-30,8.275686307849936,1754.6236828403025,1638.7788072607518,5162.232469017844
2024-08-31,8.801192631008018,1769.982827714499,1753.0898815173666,5095.108738489128
2024-09-01,7.296587009842652,1794.7146817482462,1828.9565348280025,5531.249383759802
2024-09-02,10.311755300862497,1917.2085559059067,1879.6361097120018,5455.835713364361
2024-09-03,12.272149983052946,1915.2684537645423,1880.5449928727573,5331.164225445336
2024-09-04,8.605293152584238,1852.6629887237084,1741.069251649001,5331.0745300486515
2024-09-05,7.9393137143260315,1861.7875662601828,1863.6074864024406,5568.609767395395
2024-09-06,5.963037315749693,1695.6071756972115,1634.790124952697,5077.833812169861
2024-09-07,7.100330220425632,1745.623832312485,1771.8297478728973,5521.584474238069
2024-09-08,8.68240808749191,1824.4578818779441,1742.1997111313913,5133.518449725508
2024-09-09,7.477588525356352,1824.1553428918978,1898.9250483302385,5782.171371305948
2024-09-10,12.348097987668986,1909.6290089978409,1773.7267883465706,5547.958614125392
2024-09-11,8.34277977765514,1802.4921088327717,1757.0290984604947,5375.839756914967
2024-09-12,7.808614489230909,1701.7585632519895,1641.6115043139398,5396.943145483892
2024-09-13,5.925010249613782,1647.7997372713626,1617.6008701160295,5600.693822363145
2024-09-14,7.042874450068603,1638.4938017032607,1674.46085686745,5463.7065244196765
2024-09-15,7.537199818748244,1637.4606554224642,1648.4169527714791,5391.413271971497
2024-09-16,9.37274688145766,1781.5133581929267,1912.606807462532,5358.467546978853
2024-09-17,10.6043984232117,1986.0489632633858,1780.900389089407,5762.153964093825
2024-09-18,9.377322473619392,1857.1965109157534,1685.3438080349006,5529.131569098411
2024-09-19,6.380100584874471,1751.5025634665085,1703.429828397768,5066.258611939653
2024-09-20,6.186392949418037,1634.9950880664062,1684.2352904020697,5943.086660477833
2024-09-21,5.932124725649413,1681.24557296611,1720.405359129633,5621.855161447323
2024-09-22,9.716285290746915,1775.5436895789815,1719.7131257658264,5755.569640773694
2024-09-23,8.96808937868019,1920.5013267110176,1911.6665117937757,5666.001642642185
2024-09-24,11.868565648078997,1927.9134152987292,1916.9113511088494,5273.322901208046
2024-09-25,7.790061214137779,1947.159393513917,1895.6583692444663,5843.288556125579
2024-09-26,8.705896590407955,1789.2921224004606,1808.6021527099322,5732.872896206334
2024-09-27,7.128722094053698,1832.4916636215062,1777.9482798921317,5521.395871061784
2024-09-28,9.953577874265019,1787.6640518136217,1698.2923244870333,5459.656792587806
2024-09-29,7.886979355997118,1808.9653382940096,1885.2768078968872,5884.77979132272
2024-09-30,11.52145607705621,1937.9153175396593,1864.477741495936,5717.431991167942
2024-10-01,10.403431717818416,1945.609292406822,1913.1148298189987,5611.020242735029
2024-10-02,9.889012552515164,1914.2008341400535,1986.8677291798695,5757.144290393419
2024-10-03,7.615450505311215,1820.915732840105,1736.1662083814483,5778.316135442301
2024-10-04,7.592020939623491,1775.3316222876479,1669.8078309297694,5481.314121494528
2024-10-05,7.9734387299136715,1862.4411597634264,1786.0647082135038,5823.30444510751
2024-10-06,8.181103856990235,1793.4012044054243,1877.663636274801,5668.84418104977
2024-10-07,9.84386876898482,1895.9211152631217,1924.6964655974864,5740.6043058843525
2024-10-08,9.238162701018705,1914.0328833575018,1781.2199226179946,5673.254147075456
2024-10-09,9.769916139034848,1896.5881866426002,1797.7004636832105,5644.11761780735
2024-10-10,7.289131448530625,1714.9766474618705,1647.8436634727839,5317.8702482891185
2024-10-11,7.234798913033064,1679.6700352564803,1558.4762714030794,5913.4716153094105
2024-10-12,5.326016461496873,1712.06733846188,1725.9000228553607,5596.01641888701
2024-10-13,6.014816946583031,1765.585788932792,1667.6747292834034,5835.102819661566
2024-10-14,9.560051361991441,1886.934994288438,1867.9742251944144,5583.197897489899
2024-10-15,9.102950682294814,1876.8784109353815,1868.3731915672586,5865.934038120943
2024-10-16,7.680945722373108,1826.186795479353,1813.520145996369,5818.376440594694
2024-10-17,8.603108749257409,1735.5132641310474,1676.7035589907878,5696.974917140268
2024-10-18,5.193802279433103,1721.899345553731,1645.283796985734,5516.954715942491
2024-10-19,6.778668593264976,1713.016424788466,1662.9272523924064,5810.068017619106
2024-10-20,6.552313635941115,1740.505089496593,1724.0998869219668,6089.913708581164
2024-10-21,10.052021821523489,1845.9499048994278,1826.7261822542735,5879.971543127629
2024-10-22,10.376322859717387,1995.4702784813417,1837.6831575365457,5479.7862786084215
2024-10-23,10.270633356976795,1952.1135514881935,1758.8945974908042,6004.8872700629645
2024-10-24,8.729606744288033,1794.0522748634132,1827.0573567396611,5540.790694202774
2024-10-25,7.017684617246368,1816.328771780878,1651.8372748932313,5847.556019183441
2024-10-26,8.80020525589563,1763.8985438607888,1651.1377362924914,5935.033892414947
2024-10-27,9.081407544193578,1856.3124210106862,1834.5315801136887,5223.87897592881
2024-10-28,11.750219765135526,1891.9000261872136,1921.2922656144735,5527.859943721685
2024-10-29,10.876623055544671,1921.520313049394,1904.9503775670976,5746.042589619351
2024-10-30,10.595861225395153,1909.6599829950032,1850.0000621229424,5747.645795158353
2024-10-31,6.684629419181808,1812.7902488888565,1709.9456435827435,5837.705537819587
2024-11-01,8.376454619741915,1805.7934667092165,1706.994032504952,5565.883455884169
2024-11-02,8.881827338397986,1864.8921309744883,1727.7691053635945,5827.085250083679
2024-11-03,9.5873509618226,1842.0856928875446,1786.3243010438937,5563.2775125531925
2024-11-04,9.880845735040639,1917.8394388006543,1924.2680317623708,5896.178672696141
2024-11-05,11.305905408664698,1984.3467302721713,1840.2066123839575,5558.498035750667
2024-11-06,9.22448344423966,1796.7594035796853,1788.869591736114,5819.243029471751
2024-11-07,8.149893640026985,1817.0700086157028,1802.227449729525,5443.822325602579
2024-11-08,5.1831128415573975,1768.7746866008185,1586.0822961971812,5588.530408001991
2024-11-09,5.529636694635352,1783.2173546093484,1704.5609050267929,5929.438617094827
2024-11-10,7.762096393808125,1824.5527818592607,1734.0080424596094,5639.6074523598545
2024-11-11,8.99358627137356,1909.9687823164404,1728.389602852497,5481.437075171277
2024-11-12,59.36961075299685,1906.1272509631076,1799.075464615921,5991.3916151278245
2024-11-13,6.761824567494921,1893.3074205302212,1642.1899783636616,5588.342985665595
2024-11-14,6.165596877634586,1784.3657128343307,1519.9939728729562,5651.776255837572
